Time,Ultrasonic_p2_01,Ultrasonic_p2_02,Ultrasonic_p2_03,Ultrasonic_p2_04,Ultrasonic_p2_05,Ultrasonic_p2_06,Ultrasonic_p2_07,Ultrasonic_p2_08,Ultrasonic_p2_09,Ultrasonic_p2_10,Ultrasonic_p2_11,Ultrasonic_p2_12,Ultrasonic_p2_13,Ultrasonic_p2_14,Ultrasonic_p2_15,Ultrasonic_p2_16,Ultrasonic_p2_17
131.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
131.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
132.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
132.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
132.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
132.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
132.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
132.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.500,
132.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.500,
132.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
132.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
132.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
133.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
133.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
133.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.900,
133.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.900,
133.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
133.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
133.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
133.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
133.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
133.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
134.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
134.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
134.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
134.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
134.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
134.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
134.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
134.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
134.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
134.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
135.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.500,
135.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.500,
135.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.500,
135.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.500,
135.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.400,
135.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.400,
135.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.400,
135.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
135.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.400,
135.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.400,
136.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.400,
136.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
136.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
136.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
136.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.000,
136.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
136.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
136.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
136.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
136.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.900,
137.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.800,
137.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
137.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
137.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
137.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
137.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
137.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.400,
137.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
137.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
137.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67.200,
138.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67.200,
138.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.200,
138.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
138.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.100,
138.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
139.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
139.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
139.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.500,
139.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
139.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.000,
139.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.000,
139.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
139.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
139.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
139.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
140.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
140.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
140.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.700,
140.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.700,
140.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.700,
140.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
140.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
140.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
140.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
140.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
141.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
141.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
141.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
141.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
141.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
141.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
141.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
141.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
141.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
141.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
142.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
142.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
142.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
142.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.700,
142.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
143.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
143.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
143.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
143.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.000,
143.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
143.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
143.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
143.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
143.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
143.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
144.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.000,
144.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
144.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
144.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
144.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
144.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
144.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.700,
144.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
144.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
144.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
145.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
145.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
145.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
145.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
145.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
145.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
145.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
145.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.500,
145.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.800,
145.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.800,
146.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.800,
146.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.800,
146.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.800,
146.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
146.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
147.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
147.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
147.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
147.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.200,
147.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.200,
147.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.200,
147.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.200,
147.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
147.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
147.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
148.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
148.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
148.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
148.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
148.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
148.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
148.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
148.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
148.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
148.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
149.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
149.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
149.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
149.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
149.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
149.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
149.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
149.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
149.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
149.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
150.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
150.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
151.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
151.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
151.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
151.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
151.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
151.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
151.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
151.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
151.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
151.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
152.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
152.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
152.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
152.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
152.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
152.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.800,
152.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.800,
152.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
152.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
152.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
153.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
153.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.400,
153.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.900,
153.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.400,
153.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
153.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
153.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
153.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
153.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.300,
153.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
154.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
154.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
154.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
154.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
154.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
154.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
154.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
154.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
154.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
154.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
155.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
155.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
155.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
155.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
155.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
155.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
155.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
155.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
155.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.300,
155.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.300,
156.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.500,
156.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.800,
156.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
156.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.100,
156.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.100,
156.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
156.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
156.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
156.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
156.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
157.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
157.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
157.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
157.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
157.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
157.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.400,
157.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.400,
157.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.400,
157.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
157.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
158.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
158.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
158.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
158.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
158.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
159.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
159.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
159.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
159.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
159.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
160.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.600,
160.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
160.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
160.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
160.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
160.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
160.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
160.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
160.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
160.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
161.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
161.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
161.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
161.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
161.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
162.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
162.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
162.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
162.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
162.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
162.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
162.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
162.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
162.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
162.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
163.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
163.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
164.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.500,
164.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
164.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
164.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.700,
164.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
165.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
165.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
165.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
165.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
